id_a,id_b,entity_key,score,title_a,title_b,label
1499,1525,global,0.2105,The suggestion queue is 69 items of which ~60 are single-project 'stalled'/'gap' rows — the stalled and gap modules need per-project aggregation or a dormancy suppression before they drown out anything else,The stalled/gap modules have queued 69 near-identical suggestions (30 stalled + 27 gap on fifty_eco_system alone) — add per-project caps or roll-ups before the review queue becomes unreadable,SAME
1499,1663,global,0.2105,The suggestion queue is 69 items of which ~60 are single-project 'stalled'/'gap' rows — the stalled and gap modules need per-project aggregation or a dormancy suppression before they drown out anything else,The stalled+gap modules emitted ~60 near-identical suggestions all for fifty_eco_system — add per-project rollup or a dormancy suppression rule so real signal isn't buried,SAME
1533,1789,project:attendance_app,0.2105,"Substantial shipped work (Microsoft SSO, i18n/Arabic, PDF reports, release signing) appears in recent commits but attendance_app has zero learnings and all four briefs sit 157 days stale","attendance_app has three briefs stuck 'In Progress' for 169 days (BR-002, BR-003, BR-004) with zero recorded activity and zero learnings — In Progress is being used as a filing state, not a work state",DIFFERENT
1537,1547,project:fifty_eco_system,0.2105,All 27 'Done with unchecked acceptance criteria' suggestions predate the closing-commit gate — verify the gate covers this project rather than triaging the 27 legacy briefs one by one,"fifty_eco_system has 34 open briefs and 178-day-stale updates with zero repo activity in 174 days — decide whether to archive the project or restart it, rather than triaging briefs one at a time",DIFFERENT
1592,1607,project:igris-ai,0.2105,Learning 1368 says the TD-325 acceptance-criteria parser matches only the literal 'Acceptance Criteria' and fails open — that is likely the same root cause behind the 27 queued 'Done but unchecked AC' gap suggestions,The acceptance-criteria parser fail-open found in mbrgea-ai (L1368) likely affects the same shared brain code that igris-ai's new closing-commit gate depends on,SAME
1605,1656,global,0.2105,29 of the 33 queued 'stalled' suggestions are the same finding about one dormant project — the stalled module needs per-project aggregation before it buries higher-signal findings,The suggestion queue is 69 items of which ~57 are mechanical stalled/gap rows from a single dormant project — add a per-project cap or dormancy filter to the stalled and gap modules before they drown real findings,SAME
1657,1826,project:lifeos,0.2105,"BR-023 is lifeOS's only P0-Critical brief, In Progress and untouched for 125 days, and sits under 13 sibling briefs — the a11y role regression likely explains several of them","lifeOS BR-023 (P0-Critical a11y regression) is the root cause of at least three other open lifeOS briefs (BR-030, BR-031, BR-035) — they are one accessibility-tree defect filed as four, and fixing BR-023 likely closes the rest",DIFFERENT
1880,1888,project:igris-ai,0.2093,"The digest's own edge_inference module emitted 44 of 60 open suggestions as one-line 'inferred edge' rows over learnings 6–1447, drowning the 17 substantive findings — the subconscious queue needs the same dedup/batching treatment commit 6d077a1 applied to findings",44 of 60 open suggestions are low-value edge_inference rows — they crowd out substantive findings in the review queue and should be batched or auto-applied rather than queued individually,SAME
1294,1650,project:igris-ai,0.2083,"FR-054 has sat in status 'Split (see FR-061, FR-062, FR-063)' for 163 days — a split parent should be closed, not left open as a P1","FR-054 has status 'Split (see FR-061, FR-062, FR-063)' yet still counts as an open P1 brief — close it so the split children are the only live work",SAME
1304,1517,project:igris-ai,0.2083,"FR-054 sits in a non-canonical status 'Split (see FR-061, FR-062, FR-063)' that the new status vocabulary normalization does not cover","FR-054 still counts as open with status 'Split (see FR-061, FR-062, FR-063)' — a split parent should be closed, not left occupying the P1 open list",SAME
1306,1433,project:lifeos,0.2083,BR-023 is the only P0-Critical brief in the brain and has sat In Progress for 108 days with no activity,"lifeOS has 14 open briefs including a P0-Critical a11y regression (BR-023) idle 116 days, yet zero learnings and no recorded activity",DIFFERENT
1323,1674,project:lifeos,0.2083,BR-023 is the only P0-Critical brief in the brain and has sat In Progress for 109 days with no stalled-suggestion coverage,lifeOS has 14 briefs including a P0-Critical accessibility regression (BR-023) untouched for 129 days and no recorded project activity,DIFFERENT
1332,1454,project:lifeos,0.2083,"BR-023 is the only P0-Critical brief in the brain, In Progress and untouched for 109 days, yet no stalled suggestion has ever been raised for it",BR-023 is a P0-Critical accessibility regression sitting In Progress for 117 days with no learnings ever recorded for lifeOS,SAME
1406,1529,project:igris-ai,0.2083,"FR-054 has status 'Split (see FR-061, FR-062, FR-063)' yet still counts as an open P1 brief — split parents should close, or the successors are missing","FR-054 is still counted as open with status 'Split (see FR-061, FR-062, FR-063)' — a terminal split state is being tracked as live work",SAME
1406,1540,project:igris-ai,0.2083,"FR-054 has status 'Split (see FR-061, FR-062, FR-063)' yet still counts as an open P1 brief — split parents should close, or the successors are missing","FR-054 is still counted open with status 'Split (see FR-061, FR-062, FR-063)' — a terminal state wearing a non-vocabulary status string",SAME
1433,1665,project:lifeos,0.2083,"lifeOS has 14 open briefs including a P0-Critical a11y regression (BR-023) idle 116 days, yet zero learnings and no recorded activity",lifeOS BR-023 is P0-Critical and has sat In Progress for 125 days with no stalled suggestion ever raised for it,DIFFERENT
1435,1493,project:igris-ai,0.2083,"FR-054 still counts as open with status 'Split (see FR-061, FR-062, FR-063)' — a split parent should be closed, not left In Progress for 174 days","FR-054 is still counted as open despite status 'Split (see FR-061, FR-062, FR-063)' — close it so the successors are the only live records",SAME
1435,1669,project:igris-ai,0.2083,"FR-054 still counts as open with status 'Split (see FR-061, FR-062, FR-063)' — a split parent should be closed, not left In Progress for 174 days","FR-054 has been sitting in the non-terminal status 'Split (see FR-061, FR-062, FR-063)' for 183 days — close it or restore it to a real status",SAME
1445,1632,project:fifty_eco_system,0.2083,BR-128 is recorded as 'Done(Resolvedbydec8d1f)' yet still appears in the open-briefs list — a resolved brief leaking into open counts,BR-128 is listed among open briefs despite status 'Done(Resolvedbydec8d1f)' — the status parser is not recognising the resolution suffix,SAME
1466,1669,project:igris-ai,0.2083,"FR-054 is still counted as an open P1 brief despite a status of 'Split (see FR-061, FR-062, FR-063)' — a split parent should be closed, not left open for 175 days","FR-054 has been sitting in the non-terminal status 'Split (see FR-061, FR-062, FR-063)' for 183 days — close it or restore it to a real status",SAME
1494,1632,project:fifty_eco_system,0.2083,BR-128 status is the unparsed string 'Done(Resolvedbydec8d1f)' and it still appears in open_briefs — the status normalizer is not covering this form,BR-128 is listed among open briefs despite status 'Done(Resolvedbydec8d1f)' — the status parser is not recognising the resolution suffix,SAME
1512,1631,project:igris-ai,0.2083,"FR-054 still counts as open with status 'Split (see FR-061, FR-062, FR-063)' — a split parent should be closed so it stops occupying the open-brief count","FR-054 has been parked in a non-standard 'Split (see FR-061, FR-062, FR-063)' status for 183 days and should be closed out",SAME
1517,1631,project:igris-ai,0.2083,"FR-054 still counts as open with status 'Split (see FR-061, FR-062, FR-063)' — a split parent should be closed, not left occupying the P1 open list","FR-054 has been parked in a non-standard 'Split (see FR-061, FR-062, FR-063)' status for 183 days and should be closed out",SAME
1540,1650,project:igris-ai,0.2083,"FR-054 is still counted open with status 'Split (see FR-061, FR-062, FR-063)' — a terminal state wearing a non-vocabulary status string","FR-054 has status 'Split (see FR-061, FR-062, FR-063)' yet still counts as an open P1 brief — close it so the split children are the only live work",SAME
1541,1590,project:fifty_eco_system,0.2083,BR-128 shows status 'Done(Resolvedbydec8d1f)' in the open-brief list — a resolved brief whose malformed status keeps it counted as open,BR-128 shows status 'Done(Resolvedbydec8d1f)' yet still appears in open_briefs — the status parser is not recognising Done when a resolution suffix is appended,SAME
1591,1673,project:igris-ai,0.2083,"FR-054 is marked 'Split (see FR-061, FR-062, FR-063)' but still counts as an open P1 brief after 181 days — split parents should be terminal, not open","FR-054 has sat open in status 'Split (see FR-061, FR-062, FR-063)' for 187 days — a split parent should be closed once its children exist",SAME
1616,1631,project:igris-ai,0.2083,"FR-054 is still listed as open with status 'Split (see FR-061, FR-062, FR-063)' — a split parent should be closed so it stops occupying the open-brief count","FR-054 has been parked in a non-standard 'Split (see FR-061, FR-062, FR-063)' status for 183 days and should be closed out",SAME
1629,1674,project:lifeos,0.2083,BR-023 is the only P0-Critical brief in the brain and it has sat In Progress for 125 days with no stalled-suggestion raised,lifeOS has 14 briefs including a P0-Critical accessibility regression (BR-023) untouched for 129 days and no recorded project activity,DIFFERENT
901,1484,project:igris-ai,0.2069,FR-054 was split into FR-061/062/063 127 days ago but the parent brief is still open — close/archive it to stop counting a superseded parent as active work.,"FR-054 has status 'Split (see FR-061, FR-062, FR-063)' but is still open and P1 after 176 days — a split parent should be closed once its children exist",SAME
1275,1291,project:lifeos,0.2069,lifeOS BR-023 is the only P0-Critical brief in the brain and has sat In Progress for 105 days with no project activity recorded,lifeOS has 14 open briefs including a P0-Critical a11y regression but zero learnings and no recorded activity — work is being briefed but nothing is being harvested,DIFFERENT
1291,1528,project:lifeos,0.2069,lifeOS has 14 open briefs including a P0-Critical a11y regression but zero learnings and no recorded activity — work is being briefed but nothing is being harvested,lifeOS BR-023 is the only P0-Critical brief in the digest and has sat In Progress for 119 days with no recorded project activity,DIFFERENT
1291,1574,project:lifeos,0.2069,lifeOS has 14 open briefs including a P0-Critical a11y regression but zero learnings and no recorded activity — work is being briefed but nothing is being harvested,lifeOS BR-023 is the only P0-Critical brief in the brain and has sat In Progress for 123 days with no project activity recorded,DIFFERENT
1295,1694,project:fifty_eco_system,0.2069,BR-128's status is the unparsed string 'Done(Resolvedbydec8d1f)' — a done brief is leaking into the open-briefs list via a status field that lost its whitespace,BR-128 shows status 'Done(Resolvedbydec8d1f)' — whitespace-stripped status strings will not match any status filter and corrupt open-brief counts,SAME
1309,1457,project:fifty_eco_system,0.2069,BR-128 status is the unparsed string 'Done(Resolvedbydec8d1f)' yet the brief still counts as open — status parsing is dropping whitespace and swallowing the Done state,BR-128 is listed among open briefs while its status reads 'Done (Resolved by dec8d1f)' — the status string was never normalised to a closed state,SAME
1343,1515,project:lifeos,0.2069,"lifeOS has a P0-Critical a11y regression (BR-023) stalled 110 days behind 13 other briefs, 7 of which are also P1-High — the priority field has stopped discriminating","BR-023 is lifeOS's only P0-Critical brief, has sat In Progress for 119 days, and — unlike fifty_eco_system's briefs — has no stalled suggestion queued for it",DIFFERENT
1356,1594,project:fifty_eco_system,0.2069,fifty_eco_system holds 34 open briefs and 0 learnings with no recorded activity — decide archive-vs-revive as one call instead of 34,"fifty_eco_system is 'active' with 34 open briefs but 178 days without activity — and it accounts for 60 of the 63 queued suggestions, crowding out every other project",EXCLUDED
1358,1557,project:lifeos,0.2069,"lifeOS BR-023 is the only P0-Critical brief in the system, In Progress and untouched for 111 days","lifeOS carries 14 open briefs including a P0 accessibility regression (BR-023) and 7 P1 bugs, all untouched for ~123 days, yet the project has produced zero learnings and no suggestion has ever been raised for it",EXCLUDED
1365,1457,project:fifty_eco_system,0.2069,BR-128's status is the unspaced string 'Done(Resolvedbydec8d1f)' yet it appears in the open-briefs list — status parsing is dropping whitespace and not recognising Done,BR-128 is listed among open briefs while its status reads 'Done (Resolved by dec8d1f)' — the status string was never normalised to a closed state,SAME
1396,1657,project:lifeos,0.2069,"lifeOS BR-023 is P0-Critical and In Progress with 115 days of no update, and no stalled suggestion has ever been raised for it","BR-023 is lifeOS's only P0-Critical brief, In Progress and untouched for 125 days, and sits under 13 sibling briefs — the a11y role regression likely explains several of them",SAME
1401,1609,project:igris-ai,0.2069,"igris-ai FR-054 has sat in status ""Split (see FR-061, FR-062, FR-063)"" for 173 days — a split parent should be closed, and none of its three children appear anywhere in the digest","FR-054 has status 'Split (see FR-061, FR-062, FR-063)' but still counts as an open P1 brief 181 days on — split parents should close, not linger",SAME
1403,1453,global,0.2069,The suggestion queue is 60 items and ~93% of it is two mechanical modules firing per-brief on one dormant project — add per-project rollup/caps before the queue stops being read,The suggestion queue is ~90% one project's stall/gap alerts — cap per-project suggestions or the reviewable signal is buried,SAME
1404,1595,project:lifeos,0.2069,lifeOS BR-023 is the only P0-Critical brief in the brain and has sat In Progress for 116 days with no learnings ever captured for the project,lifeOS has 14 open briefs untouched for ~124 days — including a P0-Critical a11y regression (BR-023) — yet zero of them appear in the stalled queue,DIFFERENT
1414,1804,project:fifty_eco_system,0.2069,fifty_eco_system holds 34 open briefs but has had zero activity for 171 days — decide whether to archive the project or schedule a real revival sprint,Five fifty_eco_system briefs sit in 'In Progress' with 190 days of zero project activity — 'In Progress' no longer means anyone is working on them,DIFFERENT
1417,1621,project:lifeos,0.2069,lifeOS has 14 open briefs including a P0 accessibility regression but zero learnings recorded — a full bug sweep produced briefs and no captured knowledge,"BR-023 is lifeOS's only P0-Critical brief, has sat In Progress for 124 days, and the project has zero recorded learnings — no one is working it",DIFFERENT
1418,1595,project:lifeos,0.2069,BR-023 is the only P0-Critical brief in the whole digest and it has sat In Progress for 116 days with no stalled-suggestion ever raised for it,lifeOS has 14 open briefs untouched for ~124 days — including a P0-Critical a11y regression (BR-023) — yet zero of them appear in the stalled queue,DIFFERENT
1420,1626,project:fifty_eco_system,0.2069,BR-128 is recorded as 'Done(Resolvedbydec8d1f)' yet still appears in the open-brief set — a malformed status string is keeping resolved work open,"BR-128 shows status 'Done(Resolvedbydec8d1f)' — a whitespace-stripped free-text status that a Done-state parser will not match, and it is still counted as an open brief",SAME
1428,1460,project:fifty_eco_system,0.2069,"27 'Done but unchecked acceptance criteria' suggestions all predate the commit that added the closing-gate — resolve them as one historical sweep, not 27 reviews","27 briefs marked Done with unchecked acceptance criteria is a process failure, not 27 findings — the Done transition is not gated on criteria",SAME
1432,1492,global,0.2069,Suggestion queue is 96% one project — cap per-project stalled/gap suggestions so real cross-project findings aren't buried,The stalled+gap modules emitted ~60 near-identical suggestions all pointing at fifty_eco_system — add per-project aggregation or a dormancy cutoff before the queue becomes unreadable,SAME
1435,1554,project:igris-ai,0.2069,"FR-054 still counts as open with status 'Split (see FR-061, FR-062, FR-063)' — a split parent should be closed, not left In Progress for 174 days",FR-054 is still listed as an open P1 brief 177 days after being split into FR-061/062/063 — a split parent left open inflates the backlog and none of its children appear in the digest,SAME
1444,1568,project:igris-ai,0.2069,"FR-054 sits in the non-canonical status 'Split (see FR-061, FR-062, FR-063)' and still counts as an open P1 — close it now that a status-vocabulary gate exists","FR-054 still sits in open_briefs with status 'Split (see FR-061, FR-062, FR-063)' after 180 days — a split parent should be closed, not left counting against open work",SAME
1453,1492,global,0.2069,The suggestion queue is ~90% one project's stall/gap alerts — cap per-project suggestions or the reviewable signal is buried,The stalled+gap modules emitted ~60 near-identical suggestions all pointing at fifty_eco_system — add per-project aggregation or a dormancy cutoff before the queue becomes unreadable,SAME
1465,1608,project:lifeos,0.2069,All 14 lifeOS briefs date to a single 117–118 day old QA sweep and the project reports no activity since — the sweep produced briefs but never produced work,"lifeOS holds a P0-Critical accessibility regression plus 13 other open briefs, has zero learnings, and reports no recorded activity at all",DIFFERENT
1467,1651,project:fifty_eco_system,0.2069,BR-128 is marked 'Done (Resolved by dec8d1f)' yet still appears in the open-brief set — a status-parsing or close-sweep gap that inflates every open-brief count,"BR-128's status is the unparseable literal 'Done(Resolvedbydec8d1f)' — a resolution note collapsed into the status field, so a Done brief is still listed as open",SAME
1473,1485,project:lifeos,0.2069,lifeOS has 14 briefs untouched for ~119 days — including a P0-Critical a11y regression (BR-023) — yet no stall suggestion has ever been raised for the project,BR-023 is the only P0-Critical brief anywhere in the digest and it has sat In Progress for 118 days with no lifeOS activity recorded at all,DIFFERENT
1473,1521,project:lifeos,0.2069,lifeOS has 14 briefs untouched for ~119 days — including a P0-Critical a11y regression (BR-023) — yet no stall suggestion has ever been raised for the project,lifeOS has 14 open briefs including a P0 and eight P1s but zero learnings recorded — the project is producing work and no knowledge,DIFFERENT
1485,1595,project:lifeos,0.2069,BR-023 is the only P0-Critical brief anywhere in the digest and it has sat In Progress for 118 days with no lifeOS activity recorded at all,lifeOS has 14 open briefs untouched for ~124 days — including a P0-Critical a11y regression (BR-023) — yet zero of them appear in the stalled queue,DIFFERENT
1495,1687,project:lifeos,0.2069,lifeOS has 14 open briefs including a P0 accessibility regression but zero learnings and no recorded activity — the brain is capturing nothing from this project,lifeOS BR-023 is the only P0-Critical brief in the brain and has sat In Progress for 130 days with no activity record,DIFFERENT
1512,1554,project:igris-ai,0.2069,"FR-054 still counts as open with status 'Split (see FR-061, FR-062, FR-063)' — a split parent should be closed so it stops occupying the open-brief count",FR-054 is still listed as an open P1 brief 177 days after being split into FR-061/062/063 — a split parent left open inflates the backlog and none of its children appear in the digest,SAME
1517,1554,project:igris-ai,0.2069,"FR-054 still counts as open with status 'Split (see FR-061, FR-062, FR-063)' — a split parent should be closed, not left occupying the P1 open list",FR-054 is still listed as an open P1 brief 177 days after being split into FR-061/062/063 — a split parent left open inflates the backlog and none of its children appear in the digest,SAME
1524,1804,project:fifty_eco_system,0.2069,"fifty_eco_system has 34 open briefs but zero activity for 174 days — decide whether to archive the project or re-scope it, rather than triaging 30 stalled briefs one by one",Five fifty_eco_system briefs sit in 'In Progress' with 190 days of zero project activity — 'In Progress' no longer means anyone is working on them,DIFFERENT
1526,1633,project:fifty_eco_system,0.2069,"27 briefs are marked Done with unchecked acceptance criteria — this is a systematic closing-ritual defect, not 27 independent oversights; fix the Done gate instead of the briefs","27 fifty_eco_system briefs were closed with unchecked acceptance criteria — treat as one process failure, not 27 separate reviews",SAME
1535,1804,project:fifty_eco_system,0.2069,fifty_eco_system holds 34 open briefs but has had zero activity for 174 days — decide whether to archive the project or schedule a dedicated burn-down,Five fifty_eco_system briefs sit in 'In Progress' with 190 days of zero project activity — 'In Progress' no longer means anyone is working on them,DIFFERENT
1554,1673,project:igris-ai,0.2069,FR-054 is still listed as an open P1 brief 177 days after being split into FR-061/062/063 — a split parent left open inflates the backlog and none of its children appear in the digest,"FR-054 has sat open in status 'Split (see FR-061, FR-062, FR-063)' for 187 days — a split parent should be closed once its children exist",SAME
1590,1602,project:fifty_eco_system,0.2069,BR-128 shows status 'Done(Resolvedbydec8d1f)' yet still appears in open_briefs — the status parser is not recognising Done when a resolution suffix is appended,"BR-128 shows status 'Done(Resolvedbydec8d1f)' — whitespace-stripped and still listed as open, suggesting the status field is free text the open-brief filter cannot read",SAME
1594,1804,project:fifty_eco_system,0.2069,"fifty_eco_system is 'active' with 34 open briefs but 178 days without activity — and it accounts for 60 of the 63 queued suggestions, crowding out every other project",Five fifty_eco_system briefs sit in 'In Progress' with 190 days of zero project activity — 'In Progress' no longer means anyone is working on them,EXCLUDED
1632,1664,project:fifty_eco_system,0.2069,BR-128 is listed among open briefs despite status 'Done(Resolvedbydec8d1f)' — the status parser is not recognising the resolution suffix,"27 briefs marked Done with unchecked acceptance criteria points at a broken completion gate, not 27 separate oversights — verify the AC parser isn't failing open here",DIFFERENT
1632,1691,project:fifty_eco_system,0.2069,BR-128 is listed among open briefs despite status 'Done(Resolvedbydec8d1f)' — the status parser is not recognising the resolution suffix,"27 fifty_eco_system briefs are marked Done with unchecked acceptance criteria — the Done transition is not gated, matching the parser fail-open defect already learned in mbrgea-ai",DIFFERENT
1271,1424,project:fifty_eco_system,0.2059,60 of 68 open suggestions are mechanical stalled/gap rows for one dormant project — the review queue is unusable until they are batch-resolved,"fifty_eco_system has 34 open briefs but no activity for 171 days — decide whether to archive the project or re-commit to it, rather than triaging 30+ stalled-brief suggestions one at a time",DIFFERENT
1305,1330,project:fifty_eco_system,0.2059,"fifty_eco_system has 34 open briefs all frozen at 166/146 days and zero recorded learnings — decide whether the project is paused, or bulk-close it","Two project slugs for the same codebase — 'fifty_eco_system' (34 open briefs, 0 learnings) and 'fifty-eco-system' (0 briefs, 7 learnings) — the brief and learning layers are split across a naming variant",DIFFERENT
1312,1342,project:fifty_eco_system,0.2059,"27 briefs marked Done with unchecked acceptance criteria are all in one project — this is a workflow defect in how fifty_eco_system closes briefs, not 27 findings","All 34 fifty_eco_system briefs froze on the same two dates (169d / 148d ago) with zero learnings recorded — this reads as an abandoned project, not 34 independent stalls",DIFFERENT
1313,1342,project:fifty_eco_system,0.2059,"34 open briefs in fifty_eco_system have all sat untouched for 167 days — the project looks abandoned, not backlogged; decide to archive or re-activate it wholesale","All 34 fifty_eco_system briefs froze on the same two dates (169d / 148d ago) with zero learnings recorded — this reads as an abandoned project, not 34 independent stalls",SAME
1326,1482,global,0.2059,62 of 66 open suggestions are single-project fifty_eco_system stalled/gap notices — the queue is drowning higher-value findings and should be collapsed per-project,"The stalled+gap modules emitted 60+ near-identical suggestions, 55 of them for one dormant project — add per-project rollup/caps before the queue stops being readable",SAME
1326,1620,global,0.2059,62 of 66 open suggestions are single-project fifty_eco_system stalled/gap notices — the queue is drowning higher-value findings and should be collapsed per-project,"The suggestion queue is 69 items and ~97% is two mechanical modules (stalled, gap) firing on one dormant project — add a per-project cap or dormancy filter before the queue becomes unreadable",SAME
1326,1663,global,0.2059,62 of 66 open suggestions are single-project fifty_eco_system stalled/gap notices — the queue is drowning higher-value findings and should be collapsed per-project,The stalled+gap modules emitted ~60 near-identical suggestions all for fifty_eco_system — add per-project rollup or a dormancy suppression rule so real signal isn't buried,SAME
1326,1671,global,0.2059,62 of 66 open suggestions are single-project fifty_eco_system stalled/gap notices — the queue is drowning higher-value findings and should be collapsed per-project,"The stalled + gap modules have queued ~60 near-identical suggestions, 55 of them for one dormant project — add per-project rollup/caps so the review queue stays readable",SAME
1340,1599,project:fifty_eco_system,0.2059,"Two project slugs for the same codebase — 'fifty_eco_system' (34 open briefs, 0 learnings) and 'fifty-eco-system' (0 open briefs, 7 learnings) — briefs and knowledge are split across a hyphen/underscore variant",fifty_eco_system has 34 open briefs and no activity for 178 days — decide whether to revive or shelve the project instead of triaging 30 individual stall alerts,DIFFERENT
1377,1594,project:fifty_eco_system,0.2059,"Two project slugs exist for the same codebase — fifty_eco_system (34 open briefs, 0 learnings) and fifty-eco-system (0 briefs, 7 learnings); briefs and knowledge are split across them","fifty_eco_system is 'active' with 34 open briefs but 178 days without activity — and it accounts for 60 of the 63 queued suggestions, crowding out every other project",EXCLUDED
1392,1594,project:fifty_eco_system,0.2059,Every fifty_eco_system stalled suggestion says 68 days but the briefs now report 174 days idle — the stalled module's day counts are stale and no longer match the digest,"fifty_eco_system is 'active' with 34 open briefs but 178 days without activity — and it accounts for 60 of the 63 queued suggestions, crowding out every other project",EXCLUDED
1404,1553,project:lifeos,0.2059,lifeOS BR-023 is the only P0-Critical brief in the brain and has sat In Progress for 116 days with no learnings ever captured for the project,"lifeOS carries 14 open briefs including a P0 accessibility regression and eight P1 bugs, but has zero learnings and no recorded activity — the project is accumulating defects with no knowledge capture at all",DIFFERENT
1428,1468,project:fifty_eco_system,0.2059,"27 'Done but unchecked acceptance criteria' suggestions all predate the commit that added the closing-gate — resolve them as one historical sweep, not 27 reviews","27 fifty_eco_system briefs were marked Done with unchecked acceptance criteria — treat this as one process defect in the close ritual, not 27 individual cleanups",SAME
1433,1826,project:lifeos,0.2059,"lifeOS has 14 open briefs including a P0-Critical a11y regression (BR-023) idle 116 days, yet zero learnings and no recorded activity","lifeOS BR-023 (P0-Critical a11y regression) is the root cause of at least three other open lifeOS briefs (BR-030, BR-031, BR-035) — they are one accessibility-tree defect filed as four, and fixing BR-023 likely closes the rest",DIFFERENT
1474,1589,brief:br-001,0.2059,"The stalled-brief detector appears scoped to two projects — hadir, hadir-system, igris-ai and lifeOS all have 110+ day stale briefs with no corresponding suggestion",Brief IDs collide across projects (BR-001 open in hadir-system and attendance_app; BR-027/BR-028 in both hadir and lifeOS) — any cross-project reference or suggestion citing a bare id is ambiguous,DIFFERENT
1485,1557,project:lifeos,0.2059,BR-023 is the only P0-Critical brief anywhere in the digest and it has sat In Progress for 118 days with no lifeOS activity recorded at all,"lifeOS carries 14 open briefs including a P0 accessibility regression (BR-023) and 7 P1 bugs, all untouched for ~123 days, yet the project has produced zero learnings and no suggestion has ever been raised for it",EXCLUDED
1492,1605,global,0.2059,The stalled+gap modules emitted ~60 near-identical suggestions all pointing at fifty_eco_system — add per-project aggregation or a dormancy cutoff before the queue becomes unreadable,29 of the 33 queued 'stalled' suggestions are the same finding about one dormant project — the stalled module needs per-project aggregation before it buries higher-signal findings,SAME
1511,1621,project:lifeos,0.2059,"lifeOS filed 14 briefs on the same day 120 days ago, nine of them P1-High and one P0-Critical, and none has moved since — the priorities are not being used as a queue","BR-023 is lifeOS's only P0-Critical brief, has sat In Progress for 124 days, and the project has zero recorded learnings — no one is working it",DIFFERENT
1553,1701,project:lifeos,0.2059,"lifeOS carries 14 open briefs including a P0 accessibility regression and eight P1 bugs, but has zero learnings and no recorded activity — the project is accumulating defects with no knowledge capture at all",Nine of lifeOS's fourteen open briefs are P1-High and all sit at 132 days — the priority field carries no ordering information,DIFFERENT
1318,1561,project:fifty_eco_system,0.2051,"27 briefs are Done with unchecked acceptance criteria, but a commit gate now refuses exactly this — decide whether the historical backlog gets audited or grandfathered","27 briefs are marked Done with unchecked acceptance criteria in one project, and a sibling learning shows the AC parser fails open — the gap suggestions may be a parser artifact, not 27 real gaps",SAME
1325,1821,project:fifty_eco_system,0.2051,"Two project slugs differ only by separator — fifty_eco_system (34 open briefs) vs fifty-eco-system (7 learnings, 0 briefs) — so briefs and learnings for one codebase are split across two brain projects","fifty_eco_system has 33 open briefs but only 7 learnings in 187 days — the project consumes brief-writing effort and returns almost no knowledge, which is the strongest single argument for archiving it outright",DIFFERENT
1333,1526,project:fifty_eco_system,0.2051,27 queued 'Done but unchecked acceptance criteria' suggestions are all pre-existing debt from before commit 03adca2 shipped the closing-commit gate — batch-reconcile them rather than triaging one by one,"27 briefs are marked Done with unchecked acceptance criteria — this is a systematic closing-ritual defect, not 27 independent oversights; fix the Done gate instead of the briefs",SAME
1378,1555,project:fifty_eco_system,0.2051,"All 34 fifty_eco_system briefs share days_since_update 170 and the project has null activity — the backlog looks abandoned, not stalled; consider a bulk triage-or-archive pass rather than 30 more per-brief stall alerts",fifty_eco_system has 34 open briefs but zero activity in 177 days — decide whether to formally pause the project instead of leaving 30+ stall alerts accruing,SAME
1394,1679,global,0.2051,"69 open suggestions, 56 of them mechanical stalled/gap rows for a single dormant project — the review queue needs per-project caps or grouping before any new signal can be seen","The stalled/gap modules emit one suggestion per brief — 69 queued items are ~3 findings, and the queue will drown any new signal until they are collapsed",SAME
1395,1428,project:fifty_eco_system,0.2051,"27 fifty_eco_system briefs are Done with unchecked acceptance criteria — this looks like a per-project closing habit, and the gate that now refuses such commits landed only recently","27 'Done but unchecked acceptance criteria' suggestions all predate the commit that added the closing-gate — resolve them as one historical sweep, not 27 reviews",SAME
1395,1664,project:fifty_eco_system,0.2051,"27 fifty_eco_system briefs are Done with unchecked acceptance criteria — this looks like a per-project closing habit, and the gate that now refuses such commits landed only recently","27 briefs marked Done with unchecked acceptance criteria points at a broken completion gate, not 27 separate oversights — verify the AC parser isn't failing open here",SAME
1397,1596,brief:br-024,0.2051,"The stalled module only ever fires on fifty_eco_system and attendance_app — lifeOS (14 briefs, 117 days), hadir (132 days), and hadir-system (158 days) are equally stale and produce no suggestions","Four active projects with open briefs (lifeOS 14, attendance_app 4, hadir-system 1, moca-hr-agent 1) have zero learnings and null activity — work is either happening outside the brain or these are dead entries",DIFFERENT
1425,1660,project:lifeos,0.2051,BR-023 is the only P0-Critical brief in the digest and has sat In Progress for 116 days with no owner activity — lifeOS shows 14 open briefs and zero recorded learnings,"Four active projects carry 19 open briefs between them and zero learnings — nothing from lifeOS, attendance_app, hadir-system or moca-hr-agent has ever been harvested into the brain",DIFFERENT
1442,1679,global,0.2051,The open-suggestion queue is 96% one project — 27 near-identical 'stalled 68 days' items plus 27 'Done but unchecked AC' items all from fifty_eco_system are drowning out every other signal,"The stalled/gap modules emit one suggestion per brief — 69 queued items are ~3 findings, and the queue will drown any new signal until they are collapsed",SAME
1513,1668,project:attendance_app,0.2051,"attendance_app, lifeOS, hadir-system and moca-hr-agent have open briefs but zero learnings recorded — either work is happening without harvest, or these projects are inactive and should be marked so","attendance_app has 4 open briefs and a large body of matching commits, but null recorded activity and zero learnings — brain tracking appears disconnected from the repo",DIFFERENT
